company,estimated_revenue_eur_million,city,sectors_active,website
PROCAR AUTOMOBILE FINANZ-HOLDING,531,Velbert,Business Services,http://www.bmw-procar.de
WALKENHORST - HOLDING,181,Melle,Business Services,http://www.bmw-walkenhorst.de
BMZ HOLDING,428,Karlstein,Business Services,http://www.bmz-.de
BOEHRINGER INGELHEIM INTERNATIONAL,8635,Ingelheim,Wholesale,http://www.boehringer-ingelheim.com
BOEHRINGER INGELHEIM CORPORATE CENTER,1074,Ingelheim,Property Services,http://www.boehringer-ingelheim.de
WILHELM BOELLHOFF,678,Bielefeld,Business Services,http://www.boellhoff.com
BOFROST* DIENSTLEISTUNGS,509,Straelen,Business Services,http://www.bofrost.de
CRRC NEW MATERIAL TECHNOLOGIES,857,Damme,Business Services,http://www.boge-rubber-plastics.com
BOCHUM-GELNKIRCHENER STRASNBAHNEN,156,Bochum,"Transport, Freight & Storage",http://www.bogestra.de
BOHNENKAMP-VERWALTUNGS-GESELLSCHAFT MIT BESCHRAENKTER,369,Osnabrueck,Business Services,http://www.bohnenkamp.de
FAYAT BOMAG & CO.,713,Boppard,Business Services,http://www.bomag.com
BOMBARDIER TRANSPORTATION,2758,Berlin,Transport Manufacturing,http://www.bombardier.de
BONAVA DEUTSCHLAND,521,Fuerstenwalde,Construction,http://www.bonava.de
BORBET,1251,Hallenberg,Metals & Metal Products,http://www.borbet.de
BORCO BETEILIGUNGS- UND VERWALTUNGS,306,Hamburg,Business Services,http://www.borco.com
BORGERS,935,Bocholt,Business Services,http://www.borgers-group.com
BORGWARNER EUROPE,3255,Ketsch,Business Services,http://www.borgwarner.com
BORUSSIA-DORTMUND,500,Dortmund,"Travel, Personal & Leisure",http://www.borussia-aktie.de
ROBERT BOSCH,80973,Gerlingen-Schillerhohe,"Industrial, Electric & Electronic Machinery",http://www.bosch.com
B&O RVICE,210,Bad Aibling,Property Services,http://www.bo-wohnungswirtschaft.de
FRIEDRICH BOYSEN HOLDING,1923,Altensteig,Business Services,http://www.boysen-online.de
B2MOBILITY,326,Bochum,"Travel, Personal & Leisure",http://www.bp.com/de_de/germany.html
BPD IMMOBILIENENTWICKLUNG,653,Frankfurt,Construction,http://www.bpd-de.de
RUHR OEL,1126,Gelsenkirchen,"Chemicals, Petroleum, Rubber & Plastic",http://www.bprp.de
BRAAS,302,Oberursel,Wholesale,http://www.braas.de
BRAINLAB,303,Muenchen,"Industrial, Electric & Electronic Machinery",http://www.brainlab.com
BRASKEM EUROPE,628,Frankfurt,,http://www.braskem.com.br/europe/braskem-units
AUTOMOBIL-VERKAUFS-GESELLSCHAFT JOSEPH BRASS,474,Aschaffenburg,Wholesale,http://www.brass-gruppe.de
LEINEWEBER,349,Herford,Textiles & Clothing Manufacturing,http://www.brax.com
BREMER,727,Paderborn,"Leather, Stone, Clay & Glass products",http://www.bremerbau.de
BRENNT,12853,Essen,"Chemicals, Petroleum, Rubber & Plastic",http://www.brenntag.com
BRIESE HOLDING,797,Leer,"Transport, Freight & Storage",http://www.briese.de
BRILLUX & CO. KOMMANDITGESELLSCHAFT,555,Muenster,"Chemicals, Petroleum, Rubber & Plastic",http://www.brillux.de
HEINER BRINKHEGE BETEILIGUNGSGESELLSCHAFT,385,Georgsmarienhuette,Wholesale,http://www.brinkhege.de
BRITA,311,Taunusstein,"Industrial, Electric & Electronic Machinery",http://www.brita.net
DR. REHFELD FASHION,319,Hamburg,Business Services,http://www.broadway-fashion.com
BRODOS,333,Baiersdorf,Wholesale,http://www.brodos.de
BROEKELMANN & CO. OELMUEHLE & CO.,370,Hamm,Food & Tobacco Manufacturing,http://www.broelio.de
"BRO FAHRZEUGTEILE KOMMANDITGELLSCHAFT, WUERZBURG",597,Wuerzburg,Transport Manufacturing,http://www.brose.com
BRO FAHRZEUGTEILE KOMMANDITGELLSCHAFT,772,Bamberg,Transport Manufacturing,http://www.brose.com/de-de/bamberg
"BRO FAHRZEUGTEILE KOMMANDITGELLSCHAFT, COBURG",1096,Coburg,Transport Manufacturing,http://www.brose.de
BROTHER INTERNATIONAL,338,Bad Vilbel,Wholesale,http://www.brother.de
BRUECKNER VERWALTUNGSGESELLSCHAFT,684,Siegsdorf,Business Services,http://www.brueckner.com
BRUECKNER GROUP,684,Siegsdorf,Business Services,http://www.brueckner.de
BRUEDER SCHLAU,784,Porta Westfalica,Business Services,http://www.brueder-schlau.de
BRUSS SEALING SYSTEMS,314,Hoisdorf,Transport Manufacturing,http://www.bruss.de
BREMER STRASNBAHN,127,Bremen,"Transport, Freight & Storage",http://www.bsag.de
BOSTON SCIENTIFIC MEDIZINTECHNIK,304,Ratingen,"Industrial, Electric & Electronic Machinery",http://www.bsci.com
BRAUNSCHWEIGER VERSORGUNGS-,635,Braunschweig,Utilities,http://www.bs-energy.de
BADISCHE STAHLWERKE,1091,Kehl,Metals & Metal Products,http://www.bsw-kehl.de
BTC BUSINESS TECHNOLOGY CONSULTING,142,Oldenburg,Business Services,http://www.btc-ag.com
CHARTERLINE FUHRPARK SERVICE,382,Regensburg,"Travel, Personal & Leisure",http://www.buchbinder.de
BUDERUS EDELSTAHL,472,Wetzlar,Metals & Metal Products,http://www.buderus-steel.com
IWAN BUDNIKOWSKY,465,Hamburg,Retail,http://www.budni.de
BUEHLER MOTOR,329,Nuernberg,"Industrial, Electric & Electronic Machinery",http://www.buehlermotor.de
J. BUENTING BETEILIGUNGS,1572,Leer,Retail,http://www.buenting.de
BUERKERT STIFTUNGSBETEILIGUNGS,624,Ingelfingen,Business Services,http://www.buerkert.com
BUERKERT VERWALTUNGS-GESELLSCHAFT MIT BESCHRAENKTER,564,Ingelfingen,Business Services,http://www.buerkert.de
BUEROMARKT BOETTCHER,302,Jena,Wholesale,http://www.bueromarkt-ag.de
BUERSTNER,425,Kehl,"Industrial, Electric & Electronic Machinery",http://www.buerstner.com
BUHLMANN ROHR-FITTINGS-STAHLHANDEL .,330,Bremen,Wholesale,http://www.buhlmann.de
BUNDESDRUCKEREI,595,Berlin,Computer Hardware,http://www.bundesdruckerei.de
BUNGE DEUTSCHLAND,521,Mannheim,Food & Tobacco Manufacturing,http://www.bunge-deutschland.de
BURDA,2876,Offenburg,"Banking, Insurance & Financial Services",http://www.burda-druck.de
BUTTING GRUPPE,513,Wittingen,Business Services,http://www.butting.com
BWFUHRPARKSERVICE,348,Troisdorf,"Travel, Personal & Leisure",http://www.bwfuhrpark.de
BWI,889,Meckenheim,Business Services,http://www.bwi.de
"BADEN-WURTTEMBERGISCHE VERSORGUNGSANSTALT FUR ARZTE, ZAHNARZTE UND TIERARZTE",855,Tubingen,"Banking, Insurance & Financial Services",http://www.bwva.de
BYK-CHEMIE,636,Wesel,"Chemicals, Petroleum, Rubber & Plastic",http://www.byk.com
CALLAX HOLDING,1198,Duesseldorf,Business Services,http://www.callax.de
FRIESLANDCAMPINA GERMANY,1175,Heilbronn,Food & Tobacco Manufacturing,http://www.campina.de
CANADIAN SOLAR EMEA,444,Muenchen,"Banking, Insurance & Financial Services",http://www.canadiansolar.de
CANCOM,1553,Munchen,Business Services,http://www.cancom.de
C & A MODE,2417,Duesseldorf,Retail,http://www.c-and-a.com
CANON DEUTSCHLAND,563,Krefeld,"Industrial, Electric & Electronic Machinery",http://www.canon.de
CAPRON,349,Neustadt,"Industrial, Electric & Electronic Machinery",http://www.capron.eu
CARCOUSTICS INTERNATIONAL,371,Leverkusen,Business Services,http://www.carcoustics.com
DS CARD + DRIVE,392,Bremen,Retail,http://www.carddrive.de
CARGILL,1687,Salzgitter,Food & Tobacco Manufacturing,http://www.cargill.com
CARGILL DEUTSCHLAND,972,Krefeld,Food & Tobacco Manufacturing,http://www.cargill.de
SCHMITZ CARGOBULL,2424,Horstmar,"Industrial, Electric & Electronic Machinery",http://www.cargobull.com
CARISSA EINZELHANDEL- UND TANKSTELLENSERVICE,1150,Oststeinbek,Retail,http://www.carissa.de
CARLSBERG DEUTSCHLAND HOLDING,293,Hamburg,Food & Tobacco Manufacturing,http://www.carlsbergdeutschland.de
CARL STAHL,297,Suessen,Textiles & Clothing Manufacturing,http://www.carlstahl.com
CARRIER KAELTETECHNIK DEUTSCHLAND,333,Koeln,Construction,http://www.carrier-kt.de
CARTHAGO REISEMOBILBAU,355,Aulendorf,Wholesale,http://www.carthago.com
CASIO EUROPE,342,Norderstedt,Wholesale,http://www.casio-europe.com/de
CATERPILLAR ENERGY SOLUTIONS,518,Mannheim,Wholesale,http://www.caterpillar-energy-solutions.de
CAVERION DEUTSCHLAND,433,Muenchen,Construction,http://www.caverion.de
CBR SERVICE,585,Isernhagen,Business Services,http://www.cbr.de
COCA-COLA EUROPEAN PARTNERS DEUTSCHLAND,2667,Berlin,Food & Tobacco Manufacturing,http://www.cceag.de
CECONOMY,20976,Dusseldorf,Retail,http://www.ceconomy.de
CELANESE PRODUCTION GERMANY,1231,Sulzbach,,http://www.celanese.de
CELGENE,836,Muenchen,Biotechnology and Life Sciences,http://www.celgene.de
HOSPITALVEREINIGUNG ST. MARIEN,459,Koeln,"Public Administration, Education, Health Social Services",http://www.cellitinnenhaeuser.de
CEMEX DEUTSCHLAND,165,Ruedersdorf,"Leather, Stone, Clay & Glass products",http://www.cemex.de
CENIT,172,Stuttgart,"Industrial, Electric & Electronic Machinery",http://www.cenit.de
CENTROTEC SUSTAINABLE,658,Brilon,"Chemicals, Petroleum, Rubber & Plastic",http://www.centrotec.de
CERAMTEC HOLDING,603,Plochingen,Business Services,http://www.ceramtec.com
CERAVIS,773,Rendsburg,Wholesale,http://www.ceravis.de
CERTINA HOLDING,325,Gruenwald,,http://www.certina.de
CEWE STIFTUNG,738,Oldenburg,"Travel, Personal & Leisure",http://www.cewe.de
CG CHEMIKALIEN & CO. HOLDING KG,439,Laatzen,Business Services,http://www.cg-chemikalien.de
CONSUS RE,507,Berlin,Business Services,http://www.cg-gruppe.de
CGI DEUTSCHLAND B.V.,366,Leinfelden-Echterdingen,Business Services,http://www.cgi.com
HAFNER GESELLSCHAFTSBETEILIGUNGS-,928,Wimsheim,Business Services,http://www.c-hafner.de
HOFMEISTER VERWALTUNGS,377,Lauben,Business Services,http://www.champignon.de
CHEPLAPHARM ARZNEIMITTEL,327,Greifswald,Wholesale,http://www.cheplapharm.com
CHG-MERIDIAN,724,Weingarten,"Banking, Insurance & Financial Services",http://www.chg-meridian.com/de
OTTO CHRIST,177,Benningen,"Industrial, Electric & Electronic Machinery",http://www.christ-ag.com
VERMOEGENSTRAEGER BEITLICH,549,Tuebingen,Business Services,http://www.cht.com
CIBA VISION,298,Grosswallstadt,"Industrial, Electric & Electronic Machinery",http://www.cibavision.de
CISCO SYSTEMS,304,Garching,Wholesale,http://www.cisco.de
CITIGROUP GLOBAL MARKETS EUROPE,236,Frankfurt Am Main,"Banking, Insurance & Financial Services",http://www.citigroup.com/citi/about/countries-
CITIWORKS,576,Darmstadt,Utilities,http://www.citiworks.de
CITROEN DEUTSCHLAND,1437,Ruesselsheim,Wholesale,http://www.citroen.de
CLAAS,4107,Harsewinkel,Business Services,http://www.claas.com
CLARIANT PRODUKTE (DEUTSCHLAND),1528,Frankfurt,"Chemicals, Petroleum, Rubber & Plastic",http://www.clariant.de
CLARIOS GERMANY,1511,Hannover,"Industrial, Electric & Electronic Machinery",http://www.clarios.com
W. CLASSEN,522,Kaisersesch,Business Services,http://www.classen.de
CLASSIC TANKSTELLEN,360,Hoya,Retail,http://www.classic-oil.de
CLEANCAR,131,Duesseldorf,Business Services,http://www.cleancar.de
CLEARSTREAM BANKING,336,Eschborn,"Banking, Insurance & Financial Services",http://www.clearstream.com
CLEVERBRIDGE,536,Koeln,Computer Software,http://www.cleverbridge.com
BEELINE,352,Koeln,Wholesale,http://www.click-six.com
CLOPPENBURG AUTOMOBIL,440,Duesseldorf,Business Services,http://www.cloppenburg-gruppe.de
CNH INDUSTRIAL DEUTSCHLAND,601,Heilbronn,"Industrial, Electric & Electronic Machinery",http://www.cnh.com
CODELCO KUPFERHANDEL C/O GUENTER WINGERATH,798,Duesseldorf,Wholesale,http://www.codelco.de
COGNOS,159,Hamburg,Business Services,http://www.cognos-ag.de
CP GABA,423,Hamburg,"Chemicals, Petroleum, Rubber & Plastic",http://www.colgate.de/app/colgate/de/corp/contactus.cvsp
COLT TECHNOLOGY SERVICES,322,Frankfurt,Communications,http://www.colt.net
COMLINE VALUE ADDED DISTRIBUTION,373,Flensburg,Computer Software,http://www.comline-shop.de
COMMERZBANK,9114,Frankfurt Am Main,"Banking, Insurance & Financial Services",http://www.commerzbank.de
COMPAREX,1635,Leipzig,Wholesale,http://www.comparex.de
COMPASS GROUP DEUTSCHLAND,762,Eschborn,Business Services,http://www.compass-group.de
COMPO INVESTCO,344,Muenster,Business Services,http://www.compo.de
COMPUGROUP MEDICAL,758,Koblenz,"Industrial, Electric & Electronic Machinery",http://www.compugroup.com
CONCAT,138,Bensheim,Retail,http://www.concat.de
CONDOR FLUGDIENST GESELLSCHAFT MIT BESCHRAENKTER,1672,Kelsterbach,"Transport, Freight & Storage",http://www.condor.com
CONRAD HOLDING,1040,Hirschau,Business Services,http://www.conrad.de
CONSTANTIN FILM,455,Muenchen,Business Services,http://www.constantin-film.de
CONSTANTIN MEDIEN,125,Ismaning,Media & Broadcasting,http://www.constantin-medien.de
CONSTELLIUM ROLLED PRODUCTS SINGEN & CO.KG,571,Singen,Metals & Metal Products,http://www.constellium.com
CONSUS REAL ESTATE,691,Berlin,Property Services,http://www.consus.ag
CONTIGO ENERGIE,122,Bochum,Utilities,http://www.contigo-energie.de
CONTILIA,554,Essen,"Public Administration, Education, Health Social Services",http://www.contilia.de
CONTINENTAL,46097,Vahrenwald-List,"Chemicals, Petroleum, Rubber & Plastic",http://www.continental-corporation.com
CONTINENTALE LEBENSVERSICHERUNG,823,Munchen,"Banking, Insurance & Financial Services",http://www.continentale.de
CONTROLWARE HOLDING,320,Dietzenbach,Business Services,http://www.controlware.de
CONZZETA HOLDING DEUTSCHLAND,429,Leverkusen,Business Services,http://www.conzzeta.ch
COPARTS AUTOTEILE,296,Essen,Wholesale,http://www.coparts.de
COPERION,477,Stuttgart,"Industrial, Electric & Electronic Machinery",http://www.coperion.com
CORNING HOLDING,455,Wiesbaden,Business Services,http://www.corning.com
SANDVIK TOOLING DEUTSCHLAND,499,Duesseldorf,"Industrial, Electric & Electronic Machinery",http://www.coromant.sandvik.com/de
COROPLAST FRITZ MUELLER & CO. K.G.,542,Wuppertal,"Industrial, Electric & Electronic Machinery",http://www.coroplast.de
KIRK BEAUTY ONE,3669,Duesseldorf,Business Services,http://www.corporate.douglas.de
THERMO FISHER SCIENTIFIC (BREMEN),495,Bremen,"Industrial, Electric & Electronic Machinery",http://www.corporate.thermofisher.com
ZALANDO,6499,Berlin,Retail,http://www.corporate.zalando.com
COSCO SHIPPING LINES (EUROPE),400,Hamburg,"Transport, Freight & Storage",http://www.coscoshipping.de
COSMO CONSULT,122,Berlin,Business Services,http://www.cosmoconsult.com
COSMOS LEBENSVERSICHERUNGS,2004,Saarbrucken,"Banking, Insurance & Financial Services",http://www.cosmosdirekt.de
CARAME HOLDING,440,Sulzbach,Business Services,http://www.cosnova.com
COVESTRO,12582,Leverkusen,"Chemicals, Petroleum, Rubber & Plastic",http://www.covestro.com
COVESTRO DEUTSCHLAND,6249,Leverkusen,"Chemicals, Petroleum, Rubber & Plastic",http://www.covestro.de
COVIVIO IMMOBILIEN,741,Essen,Business Services,http://www.covivio.immo
C & P HOLDING,899,Sarstedt,Business Services,http://www.c-p-s.de
CRAEMER HOLDING-,285,Herzebrock-Clarholz,Business Services,http://www.craemer.com
CRANACH-PHARMA,387,Hamburg,Wholesale,http://www.cranach-pharma.de
CREDITPLUS BANK,171,Stuttgart,"Banking, Insurance & Financial Services",http://www.creditplus.de
PETER CREMER (SINGAPORE),523,Hamburg,Wholesale,http://www.cremer.de
HANDELSGESELLSCHAFT PETER CREMER,2782,Hamburg,Business Services,http://www.cremer-gruppe.com
CRONIMET HOLDING,2552,Karlsruhe,"Banking, Insurance & Financial Services",http://www.cronimet.de
CROPENERGIES,881,Mannheim,Wholesale,http://www.cropenergies.com
DVH MEDIEN,540,Stuttgart,Business Services,http://www.crossventures.de
CSL BEHRING,2132,Marburg,"Chemicals, Petroleum, Rubber & Plastic",http://www.cslbehring.de
CSL PLASMA,808,Marburg,"Chemicals, Petroleum, Rubber & Plastic",http://www.cslplasma.de
CTDI,424,Malsch,Business Services,http://www.ctdi.eu
C. THYWISSEN,1088,Neuss,Food & Tobacco Manufacturing,http://www.c-thywissen.de
CUSANUS TRAEGERGESELLSCHAFT TRIER,293,Trier,"Public Administration, Education, Health Social Services",http://www.ctt-trier.de
PENDING SYSTEM,512,Waldershof,Transport Manufacturing,http://www.cube.eu
CUMMINS DEUTSCHLAND,287,Gross-Gerau,Retail,http://www.cummins.de
CURT RICHTER,123,Koeln,"Transport, Freight & Storage",http://www.curt-richter.de
CWS-BOCO INTERNATIONAL,1162,Duisburg,Textiles & Clothing Manufacturing,http://www.cws-boco.de
DAA DEUTSCHE ANGESTELLTEN-AKADEMIE,287,Hamburg,"Public Administration, Education, Health Social Services",http://www.daa.de
DACHSER GROUP,5718,Kempten,"Transport, Freight & Storage",http://www.dachser.com
DA DEUTSCHE ALLGEMEINE VERSICHERUNG,293,Frankfurt Am Main,"Banking, Insurance & Financial Services",http://www.da-direkt.de
POSCO INTERNATIONAL DEUTSCHLAND,446,Frankfurt,Wholesale,http://www.daewoo.com
DAIICHI SANKYO EUROPE,952,Muenchen,"Chemicals, Petroleum, Rubber & Plastic",http://www.daiichi-sankyo.eu
DAIMLER,175476,Stuttgart,Automotive,http://www.daimler.com
DALLI-WERKE,939,Stolberg,"Chemicals, Petroleum, Rubber & Plastic",http://www.dalli-group.com
DANFOSS,364,Offenbach,Wholesale,http://www.danfoss.de
DANONE,359,Haar,Wholesale,http://www.danone.de
DANTYSK SANDBANK OFFSHORE WIND,555,Hamburg,Business Services,http://www.dantysk.de
J. J. DARBOVEN HOLDING,281,Hamburg,Business Services,http://www.darboven.com
DARLING INGREDIENTS GERMANY HOLDING,347,Belm,Business Services,http://www.darlingii.com
DAS STADTWERK REGENSBURG,476,Regensburg,Business Services,http://www.das-stadtwerk-regensburg.de
HHS BETEILIGUNGSGESELLSCHAFT,323,Pliezhausen,Business Services,http://www.datagroup.de
DATA MODUL PRODUKTION UND VERTRIEB VON ELEKTRONISCHEN SYSTEMEN,190,Muenchen,Wholesale,http://www.data-modul.com
DAW,748,Ober-Ramstadt,"Chemicals, Petroleum, Rubber & Plastic",http://www.daw.de
DEUTSCHE BANK,23833,Frankfurt Am Main,"Banking, Insurance & Financial Services",http://www.db.com
DWS GROUP,2522,Frankfurt Am Main,Business Services,http://www.db.com/careers/en/grad/about/dws.html
DB CARGO,3637,Mainz,"Transport, Freight & Storage",http://www.dbcargo.com
DB ENERGIE,2843,Frankfurt,"Transport, Freight & Storage",http://www.dbenergie.de
DB FAHRZEUGINSTANDHALTUNG,1904,Frankfurt,Business Services,http://www.db-fzi.com
DB NETZ,7512,Frankfurt,"Transport, Freight & Storage",http://www.dbnetz.com
DB FAHRWEGDIENSTE,366,Berlin,Construction,http://www.dbnetze.com/fahrweg
DB REGIO,6784,Frankfurt,"Transport, Freight & Storage",http://www.dbregio.de
ABBOTT MEDICAL,404,Eschborn,Wholesale,http://www.de.abbott
ATOS INFORMATION TECHNOLOGY,1579,Muenchen,Business Services,http://www.de.atos.net
CAPGEMINI DEUTSCHLAND,894,Berlin,Computer Software,http://www.de.capgemini.com
COHERENT LASERSYSTEMS,738,Goettingen,"Industrial, Electric & Electronic Machinery",http://www.de.coherent.com
DSV AIR & SEA,507,Bremen,"Transport, Freight & Storage",http://www.de.dsv.com
ECOLAB DEUTSCHLAND,321,Monheim,Wholesale,http://www.de.ecolab.eu
EMR EUROPEAN METAL RECYCLING,313,Hamburg,Wholesale,http://www.de.emrgroup.com
ENDRESS + HAUR (DEUTSCHLAND),1238,Weil Am Rhein,Business Services,http://www.de.endress.com
METTLER-TOLEDO MANAGEMENT HOLDING DEUTSCHLAND,681,Albstadt,Business Services,http://www.de.mt.com
PROCTER & GAMBLE SERVICE,549,Schwalbach,Business Services,http://www.de.pg.com
SONY INTERACTIVE ENTERTAINMENT DEUTSCHLAND,509,Neu-Isenburg,Computer Software,http://www.de.scee.com
TOSHIBA TEC GERMANY IMAGING SYSTEMS,303,Neuss,"Travel, Personal & Leisure",http://www.de.toshibatec.eu
DEUTSCHE ENTERTAINMENT,190,Berlin,"Travel, Personal & Leisure",http://www.deag.de
WINTERSHALL DEA INTERNATIONAL,471,Hamburg,Mining & Extraction,http://www.dea-group.com
DEBEKA ALLGEMEINE VERSICHERUNG,979,Koblenz,"Banking, Insurance & Financial Services",http://www.debeka.de
DECATHLON SPORTSPEZIALVERTRIEBSGESELLSCHAFT,466,Plochingen,Wholesale,http://www.decathlon.de
DEGEWO,570,Berlin,Property Services,http://www.degewo.de
DEG - DEUTSCHE INVESTITIONS-UND ENTWICKLUNGSGESELLSCHAFT,285,Koln,"Banking, Insurance & Financial Services",http://www.deginvest.de
DEGUSSA BANK,134,Frankfurt Am Main,"Banking, Insurance & Financial Services",http://www.degussa-bank.de
DEGUSSA SONNE/MOND GOLDHANDEL,1495,Muenchen,"Banking, Insurance & Financial Services",http://www.degussa-goldhandel.de
DEHN + CO,209,Nuernberg,"Industrial, Electric & Electronic Machinery",http://www.dehn.de
DEHNER HOLDING,805,Rain,Business Services,http://www.dehner.de
DEICHMANN,2164,Essen,Retail,http://www.deichmann.com
DEUTSCHE EXTRAKT-KAFFEE,477,Hamburg,Food & Tobacco Manufacturing,http://www.dek.de
DEKRA AUTOMOBIL,1149,Stuttgart,Business Services,http://www.dekra.de
DELIVERY HERO,2214,Berlin,Retail,http://www.deliveryhero.com
ERNST DELLO,784,Hamburg,Wholesale,http://www.dello.de
DELOITTE DEUTSCHLAND,1706,Duesseldorf,Business Services,http://www.deloitte.de
DELTICOM,659,Hannover,Wholesale,http://www.delticom.de
DELTON HEALTH,1591,Bad Homburg,Business Services,http://www.delton.de
DEMAG CRANES & COMPONENTS,521,Duesseldorf,"Industrial, Electric & Electronic Machinery",http://www.demagcranes.de
TADANO DEMAG,466,Zweibruecken,"Industrial, Electric & Electronic Machinery",http://www.demagmobilecranes.com
DEMIRE DEUTSCHE MITTELSTAND REAL ESTATE,151,Langen,Property Services,http://www.demire.ag
DEMMEL,206,Scheidegg,Metals & Metal Products,http://www.demmel.de
DENNREE,803,Toepen,Wholesale,http://www.dennree.de
DENN'S BIOMARKT,463,Toepen,Wholesale,http://www.denns-biomarkt.de
DEPENBROCK & CO. VERWALTUNG KG,608,Stemwede,Construction,http://www.depenbrock.de
DERBY CYCLE HOLDING,447,Cloppenburg,Business Services,http://www.derby-cycle.com
THEMIS BETEILIGUNGS-,685,Gruenwald,Business Services,http://www.dermapharm.de
